timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1739990694174,82,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-326,text,false,,2083,0,471,471,http://192.168.0.14:8080/,0,0,1
1739990694174,81,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-325,text,false,,2083,0,471,471,http://192.168.0.14:8080/,0,0,2
1739990694174,82,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-324,text,false,,2083,0,471,471,http://192.168.0.14:8080/,0,0,1
1739990694175,80,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-320,text,false,,2083,0,471,471,http://192.168.0.14:8080/,0,0,0
1739990694175,80,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-323,text,false,,2083,0,471,471,http://192.168.0.14:8080/,0,0,1
1739990694174,81,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-321,text,false,,2083,0,471,471,http://192.168.0.14:8080/,0,0,1
1739990694175,81,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-322,text,false,,2083,0,469,469,http://192.168.0.14:8080/,0,0,1
1739990694178,78,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-343,text,false,,2083,0,468,468,http://192.168.0.14:8080/,0,0,1
1739990694176,80,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-335,text,false,,2083,0,467,467,http://192.168.0.14:8080/,0,0,1
1739990694175,80,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-328,text,false,,2083,0,471,471,http://192.168.0.14:8080/,0,0,1
1739990694178,79,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-341,text,false,,2083,0,467,467,http://192.168.0.14:8080/,0,0,1
1739990694177,80,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-340,text,false,,2083,0,464,464,http://192.168.0.14:8080/,0,0,1
1739990694176,80,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-332,text,false,,2083,0,469,469,http://192.168.0.14:8080/,0,0,1
1739990694169,109,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-305,text,false,,2083,0,464,464,http://192.168.0.14:8080/,0,0,1
1739990694161,117,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-264,text,false,,2083,0,464,464,http://192.168.0.14:8080/,0,0,1
1739990694176,81,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-330,text,false,,2083,0,464,464,http://192.168.0.14:8080/,0,0,1
1739990694175,81,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-329,text,false,,2083,0,464,464,http://192.168.0.14:8080/,0,0,1
1739990694176,81,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-337,text,false,,2083,0,464,464,http://192.168.0.14:8080/,0,0,1
1739990694182,96,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-360,text,false,,2083,0,464,464,http://192.168.0.14:8080/,0,0,0
1739990694178,100,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-345,text,false,,2083,0,464,464,http://192.168.0.14:8080/,0,0,1
1739990694176,81,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-334,text,false,,2083,0,463,463,http://192.168.0.14:8080/,0,0,1
1739990694163,105,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-275,text,false,,2083,0,464,464,http://192.168.0.14:8080/,0,0,1
1739990694183,95,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-366,text,false,,2083,0,463,463,http://192.168.0.14:8080/,0,0,1
1739990694181,98,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-357,text,false,,2083,0,463,463,http://192.168.0.14:8080/,0,0,1
1739990694165,103,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-283,text,false,,2083,0,464,464,http://192.168.0.14:8080/,0,0,1
1739990694176,103,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-333,text,false,,2083,0,463,463,http://192.168.0.14:8080/,0,0,1
1739990694179,100,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-348,text,false,,2083,0,462,462,http://192.168.0.14:8080/,0,0,1
1739990694183,95,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-363,text,false,,2083,0,462,462,http://192.168.0.14:8080/,0,0,1
1739990694179,100,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-349,text,false,,2083,0,462,462,http://192.168.0.14:8080/,0,0,1
1739990694177,102,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-339,text,false,,2083,0,462,462,http://192.168.0.14:8080/,0,0,1
1739990694183,96,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-367,text,false,,2083,0,462,462,http://192.168.0.14:8080/,0,0,1
1739990694181,98,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-356,text,false,,2083,0,460,460,http://192.168.0.14:8080/,0,0,0
1739990694180,99,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-351,text,false,,2083,0,462,462,http://192.168.0.14:8080/,0,0,0
1739990694181,98,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-358,text,false,,2083,0,462,462,http://192.168.0.14:8080/,0,0,1
1739990694182,96,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-361,text,false,,2083,0,456,456,http://192.168.0.14:8080/,0,0,1
1739990694184,94,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-372,text,false,,2083,0,455,455,http://192.168.0.14:8080/,0,0,1
1739990694181,98,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-359,text,false,,2083,0,463,463,http://192.168.0.14:8080/,0,0,1
1739990694182,97,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-362,text,false,,2083,0,462,462,http://192.168.0.14:8080/,0,0,1
1739990694178,101,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-344,text,false,,2083,0,455,455,http://192.168.0.14:8080/,0,0,1
1739990694179,100,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-347,text,false,,2083,0,455,455,http://192.168.0.14:8080/,0,0,1
1739990694170,108,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-308,text,false,,2083,0,455,455,http://192.168.0.14:8080/,0,0,1
1739990694172,107,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-317,text,false,,2083,0,454,454,http://192.168.0.14:8080/,0,0,0
1739990694183,95,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-365,text,false,,2083,0,454,454,http://192.168.0.14:8080/,0,0,1
1739990694168,111,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-299,text,false,,2083,0,454,454,http://192.168.0.14:8080/,0,0,1
1739990694179,100,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-346,text,false,,2083,0,454,454,http://192.168.0.14:8080/,0,0,0
1739990694184,94,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-370,text,false,,2083,0,462,462,http://192.168.0.14:8080/,0,0,1
1739990694177,80,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-338,text,false,,2083,0,454,454,http://192.168.0.14:8080/,0,0,1
1739990694183,95,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-364,text,false,,2083,0,455,455,http://192.168.0.14:8080/,0,0,1
1739990694170,109,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-309,text,false,,2083,0,453,453,http://192.168.0.14:8080/,0,0,1
1739990694163,116,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-274,text,false,,2083,0,453,453,http://192.168.0.14:8080/,0,0,1
1739990694180,99,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-352,text,false,,2083,0,462,462,http://192.168.0.14:8080/,0,0,1
1739990694168,101,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-300,text,false,,2083,0,453,453,http://192.168.0.14:8080/,0,0,1
1739990694180,100,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-355,text,false,,2083,0,453,453,http://192.168.0.14:8080/,0,0,1
1739990694164,105,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-277,text,false,,2083,0,453,453,http://192.168.0.14:8080/,0,0,1
1739990694176,81,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-336,text,false,,2083,0,451,451,http://192.168.0.14:8080/,0,0,2
1739990694168,101,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-301,text,false,,2083,0,451,451,http://192.168.0.14:8080/,0,0,1
1739990694167,111,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-295,text,false,,2083,0,451,451,http://192.168.0.14:8080/,0,0,1
1739990694165,104,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-284,text,false,,2083,0,450,450,http://192.168.0.14:8080/,0,0,1
1739990694168,101,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-298,text,false,,2083,0,449,449,http://192.168.0.14:8080/,0,0,1
1739990694163,106,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-273,text,false,,2083,0,449,449,http://192.168.0.14:8080/,0,0,1
1739990694183,100,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-368,text,false,,2083,0,449,449,http://192.168.0.14:8080/,0,0,1
1739990694179,99,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-350,text,false,,2083,0,448,448,http://192.168.0.14:8080/,0,0,1
1739990694164,116,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-280,text,false,,2083,0,448,448,http://192.168.0.14:8080/,0,0,1
1739990694171,109,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-314,text,false,,2083,0,447,447,http://192.168.0.14:8080/,0,0,1
1739990694164,105,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-278,text,false,,2083,0,446,446,http://192.168.0.14:8080/,0,0,1
1739990694170,112,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-311,text,false,,2083,0,444,444,http://192.168.0.14:8080/,0,0,1
1739990694168,116,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-297,text,false,,2083,0,444,444,http://192.168.0.14:8080/,0,0,1
1739990694171,112,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-315,text,false,,2083,0,446,446,http://192.168.0.14:8080/,0,0,1
1739990694167,102,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-296,text,false,,2083,0,444,444,http://192.168.0.14:8080/,0,0,1
1739990694166,103,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-291,text,false,,2083,0,444,444,http://192.168.0.14:8080/,0,0,1
1739990694170,114,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-307,text,false,,2083,0,444,444,http://192.168.0.14:8080/,0,0,1
1739990694180,103,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-354,text,false,,2083,0,444,444,http://192.168.0.14:8080/,0,0,1
1739990694162,107,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-270,text,false,,2083,0,444,444,http://192.168.0.14:8080/,0,0,1
1739990694171,107,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-316,text,false,,2083,0,443,443,http://192.168.0.14:8080/,0,0,1
1739990694165,119,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-281,text,false,,2083,0,444,444,http://192.168.0.14:8080/,0,0,1
1739990694167,117,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-294,text,false,,2083,0,443,443,http://192.168.0.14:8080/,0,0,1
1739990694171,113,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-313,text,false,,2083,0,443,443,http://192.168.0.14:8080/,0,0,1
1739990694169,115,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-306,text,false,,2083,0,442,442,http://192.168.0.14:8080/,0,0,1
1739990694169,115,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-304,text,false,,2083,0,442,442,http://192.168.0.14:8080/,0,0,1
1739990694164,105,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-279,text,false,,2083,0,442,442,http://192.168.0.14:8080/,0,0,1
1739990694165,104,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-282,text,false,,2083,0,441,441,http://192.168.0.14:8080/,0,0,1
1739990694167,102,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-292,text,false,,2083,0,441,441,http://192.168.0.14:8080/,0,0,1
1739990694167,101,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-293,text,false,,2083,0,441,441,http://192.168.0.14:8080/,0,0,1
1739990694163,105,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-271,text,false,,2083,0,441,441,http://192.168.0.14:8080/,0,0,1
1739990694165,103,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-286,text,false,,2083,0,441,441,http://192.168.0.14:8080/,0,0,1
1739990694166,102,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-287,text,false,,2083,0,441,441,http://192.168.0.14:8080/,0,0,1
1739990694166,102,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-288,text,false,,2083,0,440,440,http://192.168.0.14:8080/,0,0,1
1739990694170,116,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-310,text,false,,2083,0,440,440,http://192.168.0.14:8080/,0,0,1
1739990694162,106,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-266,text,false,,2083,0,440,440,http://192.168.0.14:8080/,0,0,1
1739990694173,113,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-318,text,false,,2083,0,440,440,http://192.168.0.14:8080/,0,0,1
1739990694178,79,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-342,text,false,,2083,0,440,440,http://192.168.0.14:8080/,0,0,1
1739990694163,105,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-272,text,false,,2083,0,439,439,http://192.168.0.14:8080/,0,0,1
1739990694163,105,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-276,text,false,,2083,0,439,439,http://192.168.0.14:8080/,0,0,1
1739990694171,111,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-312,text,false,,2083,0,439,439,http://192.168.0.14:8080/,0,0,1
1739990694174,111,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-327,text,false,,2083,0,437,437,http://192.168.0.14:8080/,0,0,1
1739990694169,116,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-303,text,false,,2083,0,437,437,http://192.168.0.14:8080/,0,0,1
1739990694166,102,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-289,text,false,,2083,0,437,437,http://192.168.0.14:8080/,0,0,1
1739990694166,102,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-290,text,false,,2083,0,437,437,http://192.168.0.14:8080/,0,0,2
1739990694180,98,Requisição HTTP,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: 192.168.0.14:8080 failed to respond,Grupo de Usuários 1-353,text,false,,2083,0,434,434,http://192.168.0.14:8080/,0,0,1
